file_name,area,centroid,perimeter,B,D1,D2,A1,A2
ISIC_0000268.jpg,28761,"[243, 180]",1847,9.44,263,213,0.83,1.2
ISIC_0000270.jpg,29667,"[166, 169]",803,1.73,318,220,1.24,0.89
ISIC_0000317.jpg,8807,"[229, 183]",1374,17.08,286,50,0.19,0.74
ISIC_0000320.jpg,21906,"[158, 178]",1377,6.89,233,166,0.94,0.75
ISIC_0000321.jpg,35473,"[151, 97]",1286,3.71,213,195,0.19,0.17
ISIC_0000329.jpg,18188,"[136, 133]",556,1.35,144,99,0.16,0.12
ISIC_0000331.jpg,26635,"[133, 166]",965,2.79,193,146,0.19,0.18
ISIC_0000333.jpg,10358,"[227, 182]",1405,15.17,301,54,0.16,0.7
ISIC_0000357.jpg,10992,"[237, 174]",1387,13.93,72,64,0.14,0.13
ISIC_0000368.jpg,,,,,,,,
ISIC_0000370.jpg,26712,"[146, 145]",1159,4.01,206,148,0.25,0.27
ISIC_0000374.jpg,17055,"[138, 144]",873,3.56,157,107,0.27,0.3
ISIC_0000376.jpg,16875,"[138, 132]",1065,5.35,211,120,0.76,0.45
ISIC_0000385.jpg,14613,"[144, 155]",609,2.02,154,113,0.21,0.18
ISIC_0000386.jpg,21548,"[151, 175]",688,1.75,161,111,0.17,0.17
ISIC_0000407.jpg,36831,"[199, 181]",2517,13.7,325,302,1.46,0.75
ISIC_0000416.jpg,18963,"[133, 140]",647,1.76,162,84,0.16,0.17
ISIC_0000424.jpg,24203,"[166, 149]",872,2.5,256,138,0.29,0.43
ISIC_0000430.jpg,28862,"[130, 159]",2215,13.54,241,203,0.65,0.79
ISIC_0032914.jpg,15939,"[171, 139]",886,3.92,184,95,0.26,0.25
ISIC_0032916.jpg,22931,"[146, 157]",929,3.0,182,172,0.25,0.21
ISIC_0032920.jpg,49274,"[154, 146]",1582,4.04,304,225,0.19,0.25
ISIC_0032930.jpg,31511,"[101, 102]",1400,4.95,289,241,0.66,1.29
ISIC_0032933.jpg,15546,"[156, 162]",633,2.05,162,112,0.17,0.21
ISIC_0032944.jpg,11976,"[158, 139]",498,1.65,154,109,0.2,0.16
ISIC_0033093.jpg,15985,"[159, 148]",868,3.75,181,114,0.36,0.32
ISIC_0033104.jpg,15038,"[133, 142]",900,4.29,248,118,0.98,0.4
ISIC_0033111.jpg,7834,"[150, 134]",665,4.49,126,114,0.46,0.63
ISIC_0033163.jpg,23117,"[146, 180]",912,2.86,206,169,0.21,0.25
ISIC_0033179.jpg,5040,"[147, 166]",292,1.35,90,76,0.22,0.2
ISIC_0033189.jpg,14277,"[147, 158]",843,3.96,244,106,0.98,0.4
ISIC_0033190.jpg,25777,"[154, 148]",848,2.22,258,136,0.11,0.12
ISIC_0033222.jpg,14678,"[141, 148]",1385,10.41,253,157,0.74,1.54
ISIC_0033227.jpg,7121,"[143, 137]",439,2.16,130,80,0.46,0.23
ISIC_0033229.jpg,2843,"[151, 139]",261,1.91,70,64,0.28,0.27
ISIC_0033273.jpg,1554,"[148, 133]",170,1.49,53,50,0.39,0.57
ISIC_0033289.jpg,21840,"[144, 149]",1022,3.81,282,126,0.25,0.42
ISIC_0033292.jpg,5078,"[150, 115]",516,4.18,101,82,0.85,0.65
ISIC_0033296.jpg,13766,"[118, 169]",609,2.15,164,122,0.31,0.14
ISIC_0033309.jpg,19447,"[60, 36]",893,3.27,205,203,0.96,1.26
ISIC_0033314.jpg,31097,"[160, 118]",995,2.54,248,194,0.24,0.41
ISIC_0033332.jpg,27537,"[265, 159]",2276,14.98,314,253,1.51,1.47
ISIC_0033345.jpg,15005,"[146, 164]",924,4.53,167,151,0.42,0.36
ISIC_0033347.jpg,5004,"[145, 167]",275,1.21,92,67,0.16,0.17
ISIC_0033360.jpg,35678,"[156, 167]",2077,9.62,288,190,0.44,0.35
ISIC_0033373.jpg,8751,"[139, 136]",666,4.04,129,103,0.52,0.51
ISIC_0033375.jpg,12197,"[149, 146]",633,2.62,185,99,0.19,0.19
ISIC_0033383.jpg,15389,"[151, 135]",637,2.1,160,132,0.15,0.21
ISIC_0033386.jpg,13196,"[151, 135]",753,3.42,165,128,0.3,0.26
ISIC_0033389.jpg,15341,"[138, 157]",482,1.21,115,95,0.15,0.15
ISIC_0033390.jpg,20012,"[145, 149]",840,2.81,230,126,0.18,0.21
ISIC_0033398.jpg,22130,"[274, 125]",1034,3.85,141,72,0.25,0.23
ISIC_0033402.jpg,3647,"[135, 97]",324,2.3,97,58,0.32,0.3
ISIC_0033421.jpg,7486,"[126, 158]",623,4.13,159,76,0.41,0.36
ISIC_0033441.jpg,5442,"[159, 134]",344,1.74,124,63,0.19,0.23
ISIC_0033443.jpg,35518,"[158, 124]",1110,2.76,230,213,0.16,0.12
ISIC_0033448.jpg,5427,"[144, 154]",368,1.99,115,78,0.26,0.25
ISIC_0033472.jpg,22959,"[149, 145]",1104,4.23,297,154,0.39,0.38
ISIC_0033513.jpg,9640,"[150, 153]",587,2.85,138,109,0.39,0.6
ISIC_0033516.jpg,17027,"[282, 35]",562,1.48,129,58,0.25,0.13
ISIC_0033564.jpg,29545,"[151, 149]",947,2.42,224,185,0.12,0.14
ISIC_0033599.jpg,18816,"[146, 162]",1089,5.02,214,143,0.6,0.28
ISIC_0033605.jpg,15181,"[152, 160]",658,2.27,204,103,0.18,0.17
ISIC_0033614.jpg,22111,"[207, 129]",1687,10.25,221,199,1.11,0.94
ISIC_0033617.jpg,32861,"[26, 154]",1452,5.11,294,143,0.59,0.64
ISIC_0033623.jpg,9677,"[129, 136]",808,5.37,127,123,0.37,0.42
ISIC_0033639.jpg,10413,"[138, 128]",481,1.77,124,121,0.21,0.22
ISIC_0033787.jpg,9531,"[151, 136]",666,3.7,158,101,0.55,0.35
ISIC_0033792.jpg,15632,"[141, 138]",659,2.22,157,145,0.27,0.3
ISIC_0033795.jpg,21226,"[144, 148]",935,3.28,224,161,0.31,0.41
ISIC_0033796.jpg,23357,"[142, 135]",895,2.73,252,134,0.16,0.3
ISIC_0033798.jpg,6765,"[141, 158]",557,3.66,131,98,0.76,0.39
ISIC_0033803.jpg,13881,"[160, 149]",710,2.89,177,116,0.49,0.26
ISIC_0033818.jpg,4983,"[159, 167]",391,2.44,97,82,0.3,0.54
ISIC_0033822.jpg,22570,"[146, 170]",766,2.07,210,154,0.13,0.13
ISIC_0033825.jpg,15069,"[135, 158]",1177,7.32,297,123,0.71,0.62
ISIC_0033840.jpg,19368,"[276, 143]",884,3.22,180,69,0.21,0.29
ISIC_0033845.jpg,30735,"[145, 148]",1114,3.21,256,203,0.42,0.21
ISIC_0033846.jpg,3763,"[143, 145]",318,2.14,99,61,0.38,0.33
ISIC_0033849.jpg,29626,"[149, 167]",1062,3.03,263,166,0.29,0.27
ISIC_0033850.jpg,15390,"[16, 141]",821,3.49,251,68,0.43,0.59
ISIC_0033862.jpg,12920,"[133, 135]",682,2.87,148,110,0.21,0.32
ISIC_0033877.jpg,23542,"[264, 156]",1955,12.93,342,320,1.82,1.88
ISIC_0033890.jpg,7333,"[173, 162]",457,2.27,119,74,0.29,0.3
ISIC_0033892.jpg,18570,"[127, 147]",1052,4.74,195,144,0.28,0.33
ISIC_0033896.jpg,5582,"[145, 136]",396,2.24,113,68,0.25,0.31
ISIC_0033920.jpg,25640,"[274, 136]",1155,4.14,180,86,0.31,0.32
ISIC_0033926.jpg,28994,"[154, 147]",1025,2.88,212,188,0.31,0.23
ISIC_0033935.jpg,22474,"[155, 127]",840,2.5,183,168,0.15,0.13
ISIC_0033936.jpg,7531,"[146, 155]",441,2.06,120,88,0.25,0.3
ISIC_0033939.jpg,1668,"[124, 113]",180,1.55,55,42,0.21,0.25
ISIC_0033940.jpg,15517,"[142, 172]",844,3.66,175,158,0.35,0.55
ISIC_0033943.jpg,28587,"[150, 155]",1820,9.23,241,215,0.44,0.46
ISIC_0033954.jpg,9094,"[144, 129]",591,3.06,163,89,0.33,0.29
ISIC_0033959.jpg,9900,"[164, 136]",245,0.49,87,56,0.29,0.23
ISIC_0033963.jpg,9661,"[145, 175]",498,2.05,129,107,0.39,0.42
ISIC_0033966.jpg,10375,"[155, 161]",580,2.58,144,106,0.35,0.32
ISIC_0033996.jpg,1849,"[143, 150]",158,1.08,56,41,0.2,0.26
ISIC_0034027.jpg,16800,"[174, 183]",1017,4.9,127,100,0.27,0.29
ISIC_0034029.jpg,9968,"[142, 162]",557,2.48,133,121,0.44,0.61
ISIC_0034030.jpg,3817,"[153, 174]",382,3.04,105,59,0.41,0.47
ISIC_0034032.jpg,16372,"[162, 132]",680,2.25,194,128,0.31,0.27
ISIC_0034096.jpg,27620,"[275, 143]",1108,3.54,190,85,0.29,0.32
ISIC_0034114.jpg,13967,"[153, 121]",773,3.41,185,106,0.25,0.27
ISIC_0034124.jpg,24618,"[157, 190]",1080,3.77,241,130,0.34,0.33
ISIC_0034128.jpg,3644,"[158, 137]",297,1.93,88,59,0.24,0.21
ISIC_0034131.jpg,14797,"[132, 137]",762,3.12,196,137,0.39,0.82
ISIC_0034158.jpg,22442,"[138, 159]",953,3.22,233,137,0.23,0.2
ISIC_0034176.jpg,14702,"[140, 143]",614,2.05,164,147,0.29,0.57
ISIC_0034187.jpg,45596,"[151, 150]",1412,3.48,302,207,0.25,0.24
ISIC_0034195.jpg,13787,"[153, 195]",620,2.22,173,118,0.21,0.13
ISIC_0034210.jpg,15070,"[162, 140]",906,4.34,171,135,0.29,0.34
ISIC_0034217.jpg,15325,"[143, 158]",660,2.26,191,109,0.21,0.18
ISIC_0034227.jpg,6919,"[149, 138]",417,2.01,143,71,0.2,0.2
ISIC_0034231.jpg,18869,"[159, 128]",1059,4.73,165,138,0.47,0.52
ISIC_0034249.jpg,8516,"[153, 147]",487,2.22,161,68,0.2,0.24
ISIC_0034254.jpg,24851,"[196, 145]",1163,4.34,180,118,0.29,0.32
ISIC_0034260.jpg,16827,"[169, 140]",1072,5.44,184,155,0.44,0.31
ISIC_0034261.jpg,6561,"[159, 117]",501,3.05,105,90,0.3,0.32
ISIC_0034267.jpg,9472,"[157, 170]",455,1.75,145,100,0.18,0.21
